"Date","Country","RefRoute","Count","WithinTarget","OutsideTarget","PercentWithinTarget","Standard","StandardHit","AdditionalPatients","TargetLastMet","rank"
Apr 2014,"Northern Ireland",NA,305,235,"70",0.770491803278688,0.95,"was NOT met",54.75,NA,"121st"
May 2014,"Northern Ireland",NA,308,226,"82",0.733766233766234,0.95,"was NOT met",66.6,NA,"111th"
Jun 2014,"Northern Ireland",NA,283,218,"65",0.770318021201413,0.95,"was NOT met",50.85,NA,"120th"
Jul 2014,"Northern Ireland",NA,317,230,"87",0.725552050473186,0.95,"was NOT met",71.15,NA,"110th"
Aug 2014,"Northern Ireland",NA,292,216,"76",0.73972602739726,0.95,"was NOT met",61.4,NA,"114th"
Sep 2014,"Northern Ireland",NA,330,213,"117",0.645454545454546,0.95,"was NOT met",100.5,NA,"74th"
Oct 2014,"Northern Ireland",NA,321,225,"96",0.700934579439252,0.95,"was NOT met",79.95,NA,"99th"
Nov 2014,"Northern Ireland",NA,301,223,"78",0.740863787375415,0.95,"was NOT met",62.95,NA,"115th"
Dec 2014,"Northern Ireland",NA,316,236,"80",0.746835443037975,0.95,"was NOT met",64.2,NA,"117th"
Jan 2015,"Northern Ireland",NA,316,227,"89",0.718354430379747,0.95,"was NOT met",73.2,NA,"104th"
Feb 2015,"Northern Ireland",NA,303,213,"90",0.702970297029703,0.95,"was NOT met",74.85,NA,"100th"
Mar 2015,"Northern Ireland",NA,267,193,"74",0.722846441947566,0.95,"was NOT met",60.65,NA,"108th"
Apr 2015,"Northern Ireland",NA,304,236,"68",0.776315789473684,0.95,"was NOT met",52.8,NA,"123rd"
May 2015,"Northern Ireland",NA,302,222,"80",0.735099337748344,0.95,"was NOT met",64.9,NA,"112th"
Jun 2015,"Northern Ireland",NA,347,241,"106",0.694524495677233,0.95,"was NOT met",88.65,NA,"96th"
Jul 2015,"Northern Ireland",NA,332,240,"92",0.72289156626506,0.95,"was NOT met",75.4,NA,"109th"
Aug 2015,"Northern Ireland",NA,302,198,"104",0.655629139072848,0.95,"was NOT met",88.9,NA,"76th"
Sep 2015,"Northern Ireland",NA,358,249,"109",0.695530726256983,0.95,"was NOT met",91.1,NA,"97th"
Oct 2015,"Northern Ireland",NA,305,196,"109",0.642622950819672,0.95,"was NOT met",93.75,NA,"73rd"
Nov 2015,"Northern Ireland",NA,385,286,"99",0.742857142857143,0.95,"was NOT met",79.75,NA,"116th"
Dec 2015,"Northern Ireland",NA,370,267,"103",0.721621621621622,0.95,"was NOT met",84.5,NA,"107th"
Jan 2016,"Northern Ireland",NA,314,208,"106",0.662420382165605,0.95,"was NOT met",90.3,NA,"78th"
Feb 2016,"Northern Ireland",NA,334,240,"94",0.718562874251497,0.95,"was NOT met",77.3,NA,"105th"
Mar 2016,"Northern Ireland",NA,335,240,"95",0.716417910447761,0.95,"was NOT met",78.25,NA,"103rd"
Apr 2016,"Northern Ireland",NA,327,224,"103",0.685015290519878,0.95,"was NOT met",86.65,NA,"90th"
May 2016,"Northern Ireland",NA,336,233,"103",0.693452380952381,0.95,"was NOT met",86.2,NA,"95th"
Jun 2016,"Northern Ireland",NA,385,277,"108",0.719480519480519,0.95,"was NOT met",88.75,NA,"106th"
Jul 2016,"Northern Ireland",NA,313,221,"92",0.706070287539936,0.95,"was NOT met",76.35,NA,"101st"
Aug 2016,"Northern Ireland",NA,371,250,"121",0.673854447439353,0.95,"was NOT met",102.45,NA,"84th"
Sep 2016,"Northern Ireland",NA,370,234,"136",0.632432432432432,0.95,"was NOT met",117.5,NA,"70th"
Oct 2016,"Northern Ireland",NA,350,229,"121",0.654285714285714,0.95,"was NOT met",103.5,NA,"75th"
Nov 2016,"Northern Ireland",NA,382,256,"126",0.670157068062827,0.95,"was NOT met",106.9,NA,"82nd"
Dec 2016,"Northern Ireland",NA,339,233,"106",0.687315634218289,0.95,"was NOT met",89.05,NA,"91st"
Jan 2017,"Northern Ireland",NA,377,253,"124",0.671087533156499,0.95,"was NOT met",105.15,NA,"83rd"
Feb 2017,"Northern Ireland",NA,360,251,"109",0.697222222222222,0.95,"was NOT met",91,NA,"98th"
Mar 2017,"Northern Ireland",NA,339,234,"105",0.690265486725664,0.95,"was NOT met",88.05,NA,"92nd"
Apr 2017,"Northern Ireland",NA,327,226,"101",0.691131498470948,0.95,"was NOT met",84.65,NA,"94th"
May 2017,"Northern Ireland",NA,393,266,"127",0.676844783715013,0.95,"was NOT met",107.35,NA,"87th"
Jun 2017,"Northern Ireland",NA,391,270,"121",0.690537084398977,0.95,"was NOT met",101.45,NA,"93rd"
Jul 2017,"Northern Ireland",NA,324,208,"116",0.641975308641975,0.95,"was NOT met",99.8,NA,"72nd"
Aug 2017,"Northern Ireland",NA,332,212,"120",0.63855421686747,0.95,"was NOT met",103.4,NA,"71st"
Sep 2017,"Northern Ireland",NA,372,232,"140",0.623655913978495,0.95,"was NOT met",121.4,NA,"68th"
Oct 2017,"Northern Ireland",NA,344,233,"111",0.677325581395349,0.95,"was NOT met",93.8,NA,"88th"
Nov 2017,"Northern Ireland",NA,426,281,"145",0.65962441314554,0.95,"was NOT met",123.7,NA,"77th"
Dec 2017,"Northern Ireland",NA,352,235,"117",0.667613636363636,0.95,"was NOT met",99.4,NA,"80th"
Jan 2018,"Northern Ireland",NA,366,245,"121",0.669398907103825,0.95,"was NOT met",102.7,NA,"81st"
Feb 2018,"Northern Ireland",NA,296,200,"96",0.675675675675676,0.95,"was NOT met",81.2,NA,"86th"
Mar 2018,"Northern Ireland",NA,345,260,"85",0.753623188405797,0.95,"was NOT met",67.75,NA,"118th"
Apr 2018,"Northern Ireland",NA,343,234,"109",0.682215743440233,0.95,"was NOT met",91.85,NA,"89th"
May 2018,"Northern Ireland",NA,414,279,"135",0.673913043478261,0.95,"was NOT met",114.3,NA,"85th"
Jun 2018,"Northern Ireland",NA,367,260,"107",0.708446866485014,0.95,"was NOT met",88.65,NA,"102nd"
Jul 2018,"Northern Ireland",NA,370,231,"139",0.624324324324324,0.95,"was NOT met",120.5,NA,"69th"
Aug 2018,"Northern Ireland",NA,403,268,"135",0.665012406947891,0.95,"was NOT met",114.85,NA,"79th"
Sep 2018,"Northern Ireland",NA,377,234,"143",0.620689655172414,0.95,"was NOT met",124.15,NA,"67th"
Oct 2018,"Northern Ireland",NA,435,256,"179",0.588505747126437,0.95,"was NOT met",157.25,NA,"60th"
Nov 2018,"Northern Ireland",NA,390,224,"166",0.574358974358974,0.95,"was NOT met",146.5,NA,"56th"
Dec 2018,"Northern Ireland",NA,318,192,"126",0.60377358490566,0.95,"was NOT met",110.1,NA,"64th"
Jan 2019,"Northern Ireland",NA,435,253,"182",0.581609195402299,0.95,"was NOT met",160.25,NA,"59th"
Feb 2019,"Northern Ireland",NA,337,203,"134",0.602373887240356,0.95,"was NOT met",117.15,NA,"62nd"
Mar 2019,"Northern Ireland",NA,314,194,"120",0.617834394904459,0.95,"was NOT met",104.3,NA,"66th"
Apr 2019,"Northern Ireland",NA,355,205,"150",0.577464788732394,0.95,"was NOT met",132.25,NA,"57th"
May 2019,"Northern Ireland",NA,360,176,"184",0.488888888888889,0.95,"was NOT met",166,NA,"38th"
Jun 2019,"Northern Ireland",NA,325,180,"145",0.553846153846154,0.95,"was NOT met",128.75,NA,"53rd"
Jul 2019,"Northern Ireland",NA,391,205,"186",0.524296675191816,0.95,"was NOT met",166.45,NA,"46th"
Aug 2019,"Northern Ireland",NA,345,196,"149",0.568115942028986,0.95,"was NOT met",131.75,NA,"55th"
Sep 2019,"Northern Ireland",NA,390,188,"202",0.482051282051282,0.95,"was NOT met",182.5,NA,"36th"
Oct 2019,"Northern Ireland",NA,423,210,"213",0.49645390070922,0.95,"was NOT met",191.85,NA,"41st"
Nov 2019,"Northern Ireland",NA,395,205,"190",0.518987341772152,0.95,"was NOT met",170.25,NA,"45th"
Dec 2019,"Northern Ireland",NA,351,175,"176",0.498575498575499,0.95,"was NOT met",158.45,NA,"42nd"
Jan 2020,"Northern Ireland",NA,407,181,"226",0.444717444717445,0.95,"was NOT met",205.65,NA,"31st"
Feb 2020,"Northern Ireland",NA,350,170,"180",0.485714285714286,0.95,"was NOT met",162.5,NA,"37th"
Mar 2020,"Northern Ireland",NA,440,237,"203",0.538636363636364,0.95,"was NOT met",181,NA,"49th"
Apr 2020,"Northern Ireland",NA,362,181,"181",0.5,0.95,"was NOT met",162.9,NA,"43rd"
May 2020,"Northern Ireland",NA,279,137,"142",0.491039426523298,0.95,"was NOT met",128.05,NA,"39th"
Jun 2020,"Northern Ireland",NA,324,182,"142",0.561728395061728,0.95,"was NOT met",125.8,NA,"54th"
Jul 2020,"Northern Ireland",NA,355,219,"136",0.616901408450704,0.95,"was NOT met",118.25,NA,"65th"
Aug 2020,"Northern Ireland",NA,352,204,"148",0.579545454545455,0.95,"was NOT met",130.4,NA,"58th"
Sep 2020,"Northern Ireland",NA,368,222,"146",0.603260869565217,0.95,"was NOT met",127.6,NA,"63rd"
Oct 2020,"Northern Ireland",NA,377,224,"153",0.594164456233422,0.95,"was NOT met",134.15,NA,"61st"
Nov 2020,"Northern Ireland",NA,387,206,"181",0.532299741602067,0.95,"was NOT met",161.65,NA,"48th"
Dec 2020,"Northern Ireland",NA,333,184,"149",0.552552552552553,0.95,"was NOT met",132.35,NA,"52nd"
Jan 2021,"Northern Ireland",NA,374,167,"207",0.446524064171123,0.95,"was NOT met",188.3,NA,"32nd"
Feb 2021,"Northern Ireland",NA,366,165,"201",0.450819672131148,0.95,"was NOT met",182.7,NA,"33rd"
Mar 2021,"Northern Ireland",NA,439,216,"223",0.492027334851936,0.95,"was NOT met",201.05,NA,"40th"
Apr 2021,"Northern Ireland",NA,390,214,"176",0.548717948717949,0.95,"was NOT met",156.5,NA,"51st"
May 2021,"Northern Ireland",NA,405,203,"202",0.501234567901235,0.95,"was NOT met",181.75,NA,"44th"
Jun 2021,"Northern Ireland",NA,448,243,"205",0.542410714285714,0.95,"was NOT met",182.6,NA,"50th"
Jul 2021,"Northern Ireland",NA,368,193,"175",0.52445652173913,0.95,"was NOT met",156.6,NA,"47th"
Aug 2021,"Northern Ireland",NA,355,156,"199",0.43943661971831,0.95,"was NOT met",181.25,NA,"30th"
Sep 2021,"Northern Ireland",NA,431,183,"248",0.424593967517401,0.95,"was NOT met",226.45,NA,"27th"
Oct 2021,"Northern Ireland",NA,412,186,"226",0.451456310679612,0.95,"was NOT met",205.4,NA,"34th"
Nov 2021,"Northern Ireland",NA,452,188,"264",0.415929203539823,0.95,"was NOT met",241.4,NA,"26th"
Dec 2021,"Northern Ireland",NA,374,161,"213",0.43048128342246,0.95,"was NOT met",194.3,NA,"29th"
Jan 2022,"Northern Ireland",NA,420,142,"278",0.338095238095238,0.95,"was NOT met",257,NA,"12th"
Feb 2022,"Northern Ireland",NA,425,175,"250",0.411764705882353,0.95,"was NOT met",228.75,NA,"25th"
Mar 2022,"Northern Ireland",NA,414,199,"215",0.480676328502415,0.95,"was NOT met",194.3,NA,"35th"
Apr 2022,"Northern Ireland",NA,398,157,"241",0.394472361809045,0.95,"was NOT met",221.1,NA,"22nd"
May 2022,"Northern Ireland",NA,472,166,"306",0.351694915254237,0.95,"was NOT met",282.4,NA,"13th"
Jun 2022,"Northern Ireland",NA,419,163,"256",0.389021479713604,0.95,"was NOT met",235.05,NA,"21st"
Jul 2022,"Northern Ireland",NA,425,182,"243",0.428235294117647,0.95,"was NOT met",221.75,NA,"28th"
Aug 2022,"Northern Ireland",NA,450,172,"278",0.382222222222222,0.95,"was NOT met",255.5,NA,"20th"
Sep 2022,"Northern Ireland",NA,458,173,"285",0.377729257641921,0.95,"was NOT met",262.1,NA,"19th"
Oct 2022,"Northern Ireland",NA,529,189,"340",0.357277882797732,0.95,"was NOT met",313.55,NA,"14th"
Nov 2022,"Northern Ireland",NA,485,179,"306",0.369072164948454,0.95,"was NOT met",281.75,NA,"16th"
Dec 2022,"Northern Ireland",NA,373,138,"235",0.369973190348525,0.95,"was NOT met",216.35,NA,"17th"
Jan 2023,"Northern Ireland",NA,481,162,"319",0.336798336798337,0.95,"was NOT met",294.95,NA,"11th"
Feb 2023,"Northern Ireland",NA,440,131,"309",0.297727272727273,0.95,"was NOT met",287,NA,"3rd"
Mar 2023,"Northern Ireland",NA,457,186,"271",0.407002188183807,0.95,"was NOT met",248.15,NA,"24th"
Apr 2023,"Northern Ireland",NA,416,169,"247",0.40625,0.95,"was NOT met",226.2,NA,"23rd"
May 2023,"Northern Ireland",NA,490,164,"326",0.33469387755102,0.95,"was NOT met",301.5,NA,"9th"
Jun 2023,"Northern Ireland",NA,465,173,"292",0.372043010752688,0.95,"was NOT met",268.75,NA,"18th"
Jul 2023,"Northern Ireland",NA,471,169,"302",0.358811040339703,0.95,"was NOT met",278.45,NA,"15th"
Aug 2023,"Northern Ireland",NA,478,155,"323",0.324267782426778,0.95,"was NOT met",299.1,NA,"7th"
Sep 2023,"Northern Ireland",NA,408,137,"271",0.33578431372549,0.95,"was NOT met",250.6,NA,"10th"
Oct 2023,"Northern Ireland",NA,408,115,"293",0.281862745098039,0.95,"was NOT met",272.6,NA,""
Nov 2023,"Northern Ireland",NA,399,119,"280",0.298245614035088,0.95,"was NOT met",260.05,NA,"4th"
Dec 2023,"Northern Ireland",NA,269,89,"180",0.330855018587361,0.95,"was NOT met",166.55,NA,"8th"
Jan 2024,"Northern Ireland",NA,397.5,121,"276.5",0.30440251572327,0.95,"was NOT met",256.625,NA,"6th"
Feb 2024,"Northern Ireland",NA,384,116,"268",0.302083333333333,0.95,"was NOT met",248.8,NA,"5th"
Mar 2024,"Northern Ireland",NA,329.5,94.5,"235",0.286798179059181,0.95,"was NOT met",218.525,NA,"2nd"
Mar 2012,"Scotland",NA,2969,2815,"154",0.948130683731896,0.95,"was NOT met",5.54999999999973,NA,"47th"
Jun 2012,"Scotland",NA,3130,2982,"148",0.952715654952077,0.95,"was met",0,NA,"48th"
Sep 2012,"Scotland",NA,3075,2890,"185",0.939837398373984,0.95,"was NOT met",31.25,"Jun 2012","41st"
Dec 2012,"Scotland",NA,3144,3013,"131",0.958333333333333,0.95,"was met",0,"Jun 2012","49th"
Mar 2013,"Scotland",NA,2900,2740,"160",0.944827586206897,0.95,"was NOT met",15,"Dec 2012","43rd"
Jun 2013,"Scotland",NA,2994,2829,"165",0.944889779559118,0.95,"was NOT met",15.2999999999997,"Dec 2012","44th"
Sep 2013,"Scotland",NA,3089,2919,"170",0.944966008416963,0.95,"was NOT met",15.5499999999997,"Dec 2012","45th"
Dec 2013,"Scotland",NA,3091,2925,"166",0.946295697185377,0.95,"was NOT met",11.4499999999998,"Dec 2012","46th"
Mar 2014,"Scotland",NA,2929,2681,"248",0.915329463980881,0.95,"was NOT met",101.55,"Dec 2012","36th"
Jun 2014,"Scotland",NA,3196,2970,"226",0.929286608260325,0.95,"was NOT met",66.1999999999998,"Dec 2012","39th"
Sep 2014,"Scotland",NA,3157,2952,"205",0.935064935064935,0.95,"was NOT met",47.1499999999996,"Dec 2012","40th"
Dec 2014,"Scotland",NA,3031,2854,"177",0.941603431210821,0.95,"was NOT met",25.4499999999998,"Dec 2012","42nd"
Mar 2015,"Scotland",NA,3030,2785,"245",0.919141914191419,0.95,"was NOT met",93.5,"Dec 2012","37th"
Jun 2015,"Scotland",NA,3122,2875,"247",0.920884048686739,0.95,"was NOT met",90.8999999999996,"Dec 2012","38th"
Sep 2015,"Scotland",NA,3175,2864,"311",0.902047244094488,0.95,"was NOT met",152.25,"Dec 2012","33rd"
Dec 2015,"Scotland",NA,3177,2886,"291",0.908404154863078,0.95,"was NOT met",132.15,"Dec 2012","35th"
Mar 2016,"Scotland",NA,3049,2751,"298",0.902263037061332,0.95,"was NOT met",145.55,"Dec 2012","34th"
Jun 2016,"Scotland",NA,3129,2811,"318",0.898370086289549,0.95,"was NOT met",161.55,"Dec 2012","32nd"
Sep 2016,"Scotland",NA,3209,2796,"413",0.87129947023995,0.95,"was NOT met",252.55,"Dec 2012","27th"
Dec 2016,"Scotland",NA,3254,2846,"408",0.874615857406269,0.95,"was NOT met",245.3,"Dec 2012","30th"
Mar 2017,"Scotland",NA,3281,2891,"390",0.881133800670527,0.95,"was NOT met",225.95,"Dec 2012","31st"
Jun 2017,"Scotland",NA,3492,3033,"459",0.868556701030928,0.95,"was NOT met",284.4,"Dec 2012","25th"
Sep 2017,"Scotland",NA,3388,2954,"434",0.871900826446281,0.95,"was NOT met",264.6,"Dec 2012","28th"
Dec 2017,"Scotland",NA,3393,2955,"438",0.870910698496905,0.95,"was NOT met",268.35,"Dec 2012","26th"
Mar 2018,"Scotland",NA,3402,2892,"510",0.850088183421517,0.95,"was NOT met",339.9,"Dec 2012","23rd"
Jun 2018,"Scotland",NA,3665,3100,"565",0.845839017735334,0.95,"was NOT met",381.75,"Dec 2012","21st"
Sep 2018,"Scotland",NA,3780,3076,"704",0.813756613756614,0.95,"was NOT met",515,"Dec 2012","11th"
Dec 2018,"Scotland",NA,3789,3132,"657",0.826603325415677,0.95,"was NOT met",467.55,"Dec 2012","14th"
Mar 2019,"Scotland",NA,3699,3011,"688",0.814003784806705,0.95,"was NOT met",503.05,"Dec 2012","12th"
Jun 2019,"Scotland",NA,3908,3220,"688",0.823950870010235,0.95,"was NOT met",492.6,"Dec 2012","13th"
Sep 2019,"Scotland",NA,3927,3273,"654",0.833460656990069,0.95,"was NOT met",457.65,"Dec 2012","17th"
Dec 2019,"Scotland",NA,3723,3115,"608",0.83669084071985,0.95,"was NOT met",421.85,"Dec 2012","18th"
Mar 2020,"Scotland",NA,3832,3244,"588",0.846555323590814,0.95,"was NOT met",396.4,"Dec 2012","22nd"
Jun 2020,"Scotland",NA,3053,2567,"486",0.840812315754995,0.95,"was NOT met",333.35,"Dec 2012","19th"
Sep 2020,"Scotland",NA,3053,2666,"387",0.873239436619718,0.95,"was NOT met",234.35,"Dec 2012","29th"
Dec 2020,"Scotland",NA,3502,3017,"485",0.861507709880069,0.95,"was NOT met",309.9,"Dec 2012","24th"
Mar 2021,"Scotland",NA,3589,2978,"611",0.829757592644191,0.95,"was NOT met",431.55,"Dec 2012","15th"
Jun 2021,"Scotland",NA,3953,3324,"629",0.840880344042499,0.95,"was NOT met",431.35,"Dec 2012","20th"
Sep 2021,"Scotland",NA,4010,3339,"671",0.832668329177057,0.95,"was NOT met",470.5,"Dec 2012","16th"
Dec 2021,"Scotland",NA,4143,3279,"864",0.79145546705286,0.95,"was NOT met",656.85,"Dec 2012","10th"
Mar 2022,"Scotland",NA,3861,2968,"893",0.768712768712769,0.95,"was NOT met",699.95,"Dec 2012","9th"
Jun 2022,"Scotland",NA,4072,3107,"965",0.763015717092338,0.95,"was NOT met",761.4,"Dec 2012","8th"
Sep 2022,"Scotland",NA,4166,3129,"1037",0.751080172827652,0.95,"was NOT met",828.7,"Dec 2012","7th"
Dec 2022,"Scotland",NA,4262,3056,"1206",0.717034256217738,0.95,"was NOT met",992.9,"Dec 2012","4th"
Mar 2023,"Scotland",NA,4230,2938,"1292",0.694562647754137,0.95,"was NOT met",1080.5,"Dec 2012",""
Jun 2023,"Scotland",NA,4299,3169,"1130",0.737148173993952,0.95,"was NOT met",915.05,"Dec 2012","6th"
Sep 2023,"Scotland",NA,4623,3326,"1297",0.719446247025741,0.95,"was NOT met",1065.85,"Dec 2012","5th"
Dec 2023,"Scotland",NA,4456,3166,"1290",0.710502692998205,0.95,"was NOT met",1067.2,"Dec 2012","3rd"
Mar 2024,"Scotland",NA,4294,3025,"1269",0.704471355379599,0.95,"was NOT met",1054.3,"Dec 2012","2nd"
Jun 2019,"Wales",NA,1374,860,"514",0.625909752547307,0.75,"was NOT met",170.5,NA,"45th"
Jul 2019,"Wales",NA,1491,916,"575",0.614352783366868,0.75,"was NOT met",202.25,NA,"40th"
Aug 2019,"Wales",NA,1446,899,"547",0.621715076071923,0.75,"was NOT met",185.5,NA,"44th"
Sep 2019,"Wales",NA,1447,873,"574",0.603317208016586,0.75,"was NOT met",212.25,NA,"35th"
Oct 2019,"Wales",NA,1585,945,"640",0.596214511041009,0.75,"was NOT met",243.75,NA,"31st"
Nov 2019,"Wales",NA,1383,826,"557",0.597252349963847,0.75,"was NOT met",211.25,NA,"32nd"
Dec 2019,"Wales",NA,1429,903,"526",0.631910426871938,0.75,"was NOT met",168.75,NA,"47th"
Jan 2020,"Wales",NA,1485,873,"612",0.587878787878788,0.75,"was NOT met",240.75,NA,"28th"
Feb 2020,"Wales",NA,1381,783,"598",0.566980448950036,0.75,"was NOT met",252.75,NA,"20th"
Mar 2020,"Wales",NA,1692,1048,"644",0.619385342789598,0.75,"was NOT met",221,NA,"42nd"
Apr 2020,"Wales",NA,1240,767,"473",0.618548387096774,0.75,"was NOT met",163,NA,"41st"
May 2020,"Wales",NA,925,579,"346",0.625945945945946,0.75,"was NOT met",114.75,NA,"46th"
Jun 2020,"Wales",NA,1172,811,"361",0.6919795221843,0.75,"was NOT met",68,NA,"58th"
Jul 2020,"Wales",NA,1239,881,"358",0.711057304277643,0.75,"was NOT met",48.25,NA,"60th"
Aug 2020,"Wales",NA,1186,829,"357",0.698988195615514,0.75,"was NOT met",60.5,NA,"59th"
Sep 2020,"Wales",NA,1366,890,"476",0.651537335285505,0.75,"was NOT met",134.5,NA,"52nd"
Oct 2020,"Wales",NA,1380,893,"487",0.647101449275362,0.75,"was NOT met",142,NA,"51st"
Nov 2020,"Wales",NA,1410,892,"518",0.632624113475177,0.75,"was NOT met",165.5,NA,"48th"
Dec 2020,"Wales",NA,1425,953,"472",0.668771929824561,0.75,"was NOT met",115.75,NA,"54th"
Jan 2021,"Wales",NA,1498,928,"570",0.619492656875834,0.75,"was NOT met",195.5,NA,"43rd"
Feb 2021,"Wales",NA,1434,864,"570",0.602510460251046,0.75,"was NOT met",211.5,NA,"34th"
Mar 2021,"Wales",NA,1764,1195,"569",0.677437641723356,0.75,"was NOT met",128,NA,"55th"
Apr 2021,"Wales",NA,1534,1025,"509",0.668187744458931,0.75,"was NOT met",125.5,NA,"53rd"
May 2021,"Wales",NA,1609,1104,"505",0.686140459912989,0.75,"was NOT met",102.75,NA,"57th"
Jun 2021,"Wales",NA,1734,1181,"553",0.681084198385236,0.75,"was NOT met",119.5,NA,"56th"
Jul 2021,"Wales",NA,1725,1094,"631",0.634202898550725,0.75,"was NOT met",199.75,NA,"49th"
Aug 2021,"Wales",NA,1625,1043,"582",0.641846153846154,0.75,"was NOT met",175.75,NA,"50th"
Sep 2021,"Wales",NA,1701,1030,"671",0.605526161081717,0.75,"was NOT met",245.75,NA,"38th"
Oct 2021,"Wales",NA,1687,1016,"671",0.602252519264967,0.75,"was NOT met",249.25,NA,"33rd"
Nov 2021,"Wales",NA,1895,1116,"779",0.588918205804749,0.75,"was NOT met",305.25,NA,"29th"
Dec 2021,"Wales",NA,1630,971,"659",0.595705521472393,0.75,"was NOT met",251.5,NA,"30th"
Jan 2022,"Wales",NA,1577,847,"730",0.53709575142676,0.75,"was NOT met",335.75,NA,"3rd"
Feb 2022,"Wales",NA,1607,972,"635",0.604853764779091,0.75,"was NOT met",233.25,NA,"36th"
Mar 2022,"Wales",NA,1846,1122,"724",0.607800650054171,0.75,"was NOT met",262.5,NA,"39th"
Apr 2022,"Wales",NA,1513,885,"628",0.584930601454065,0.75,"was NOT met",249.75,NA,"26th"
May 2022,"Wales",NA,1760,965,"795",0.548295454545455,0.75,"was NOT met",355,NA,"11th"
Jun 2022,"Wales",NA,1750,982,"768",0.561142857142857,0.75,"was NOT met",330.5,NA,"18th"
Jul 2022,"Wales",NA,1741,969,"772",0.556576680068926,0.75,"was NOT met",336.75,NA,"15th"
Aug 2022,"Wales",NA,1860,1011,"849",0.543548387096774,0.75,"was NOT met",384,NA,"8th"
Sep 2022,"Wales",NA,1787,989,"798",0.553441522104085,0.75,"was NOT met",351.25,NA,"13th"
Oct 2022,"Wales",NA,1841,994,"847",0.539923954372624,0.75,"was NOT met",386.75,NA,"6th"
Nov 2022,"Wales",NA,1892,1060,"832",0.560253699788584,0.75,"was NOT met",359,NA,"17th"
Dec 2022,"Wales",NA,1636,905,"731",0.553178484107579,0.75,"was NOT met",322,NA,"12th"
Jan 2023,"Wales",NA,1878,975,"903",0.519169329073482,0.75,"was NOT met",433.5,NA,""
Feb 2023,"Wales",NA,1667,906,"761",0.543491301739652,0.75,"was NOT met",344.25,NA,"7th"
Mar 2023,"Wales",NA,1908,1112,"796",0.582809224318658,0.75,"was NOT met",319,NA,"24th"
Apr 2023,"Wales",NA,1641,942,"699",0.574040219378428,0.75,"was NOT met",288.75,NA,"21st"
May 2023,"Wales",NA,1847,1029,"818",0.557119653492149,0.75,"was NOT met",356.25,NA,"16th"
Jun 2023,"Wales",NA,2001,1096,"905",0.547726136931534,0.75,"was NOT met",404.75,NA,"10th"
Jul 2023,"Wales",NA,1927,1122,"805",0.582252205500778,0.75,"was NOT met",323.25,NA,"23rd"
Aug 2023,"Wales",NA,1884,1100,"784",0.583864118895966,0.75,"was NOT met",313,NA,"25th"
Sep 2023,"Wales",NA,1786,960,"826",0.537513997760358,0.75,"was NOT met",379.5,NA,"4th"
Oct 2023,"Wales",NA,2081,1200,"881",0.576645843344546,0.75,"was NOT met",360.75,NA,"22nd"
Nov 2023,"Wales",NA,2036,1143,"893",0.56139489194499,0.75,"was NOT met",384,NA,"19th"
Dec 2023,"Wales",NA,1642,962,"680",0.585870889159562,0.75,"was NOT met",269.5,NA,"27th"
Jan 2024,"Wales",NA,1917,1049,"868",0.547209181011998,0.75,"was NOT met",388.75,NA,"9th"
Feb 2024,"Wales",NA,1756,938,"818",0.534168564920273,0.75,"was NOT met",379,NA,"2nd"
Mar 2024,"Wales",NA,1633,988,"645",0.605021432945499,0.75,"was NOT met",236.75,NA,"37th"
Apr 2024,"Wales",NA,1800,969,"831",0.538333333333333,0.75,"was NOT met",381,NA,"5th"
May 2024,"Wales",NA,1800,997,"803",0.553888888888889,0.75,"was NOT met",353,NA,"14th"
