"Date","Country","Factor","RefRoute","Count","WithinTarget","OutsideTarget","PercentWithinTarget","Standard","StandardHit","AdditionalPatients","TargetLastMet","rank"
May 2017,"Northern Ireland","Lower GI",NA,43,19,"24",0.441860465116279,0.95,"was NOT met",21.85,"Mar 2009","75th"
Jun 2017,"Northern Ireland","Lower GI",NA,50,23,"27",0.46,0.95,"was NOT met",24.5,"Mar 2009","77th"
Jul 2017,"Northern Ireland","Lower GI",NA,36,20,"16",0.555555555555556,0.95,"was NOT met",14.2,"Mar 2009","101st"
Aug 2017,"Northern Ireland","Lower GI",NA,36,18,"18",0.5,0.95,"was NOT met",16.2,"Mar 2009","85th"
Sep 2017,"Northern Ireland","Lower GI",NA,39,18,"21",0.461538461538462,0.95,"was NOT met",19.05,"Mar 2009","78th"
Oct 2017,"Northern Ireland","Lower GI",NA,30,11,"19",0.366666666666667,0.95,"was NOT met",17.5,"Mar 2009","55th"
Nov 2017,"Northern Ireland","Lower GI",NA,43,19,"24",0.441860465116279,0.95,"was NOT met",21.85,"Mar 2009","75th"
Dec 2017,"Northern Ireland","Lower GI",NA,44,23,"21",0.522727272727273,0.95,"was NOT met",18.8,"Mar 2009","90th"
Jan 2018,"Northern Ireland","Lower GI",NA,38,22,"16",0.578947368421053,0.95,"was NOT met",14.1,"Mar 2009","107th"
Feb 2018,"Northern Ireland","Lower GI",NA,28,12,"16",0.428571428571429,0.95,"was NOT met",14.6,"Mar 2009","72nd"
Mar 2018,"Northern Ireland","Lower GI",NA,32,12,"20",0.375,0.95,"was NOT met",18.4,"Mar 2009","58th"
Apr 2018,"Northern Ireland","Lower GI",NA,39,17,"22",0.435897435897436,0.95,"was NOT met",20.05,"Mar 2009","73rd"
May 2018,"Northern Ireland","Lower GI",NA,45,22,"23",0.488888888888889,0.95,"was NOT met",20.75,"Mar 2009","84th"
Jun 2018,"Northern Ireland","Lower GI",NA,46,27,"19",0.58695652173913,0.95,"was NOT met",16.7,"Mar 2009","109th"
Jul 2018,"Northern Ireland","Lower GI",NA,33,16,"17",0.484848484848485,0.95,"was NOT met",15.35,"Mar 2009","82nd"
Aug 2018,"Northern Ireland","Lower GI",NA,40,19,"21",0.475,0.95,"was NOT met",19,"Mar 2009","81st"
Sep 2018,"Northern Ireland","Lower GI",NA,41,22,"19",0.536585365853659,0.95,"was NOT met",16.95,"Mar 2009","92nd"
Oct 2018,"Northern Ireland","Lower GI",NA,50,25,"25",0.5,0.95,"was NOT met",22.5,"Mar 2009","85th"
Nov 2018,"Northern Ireland","Lower GI",NA,34,18,"16",0.529411764705882,0.95,"was NOT met",14.3,"Mar 2009","91st"
Dec 2018,"Northern Ireland","Lower GI",NA,34,19,"15",0.558823529411765,0.95,"was NOT met",13.3,"Mar 2009","103rd"
Jan 2019,"Northern Ireland","Lower GI",NA,45,17,"28",0.377777777777778,0.95,"was NOT met",25.75,"Mar 2009","60th"
Feb 2019,"Northern Ireland","Lower GI",NA,40,15,"25",0.375,0.95,"was NOT met",23,"Mar 2009","58th"
Mar 2019,"Northern Ireland","Lower GI",NA,43,20,"23",0.465116279069767,0.95,"was NOT met",20.85,"Mar 2009","79th"
Apr 2019,"Northern Ireland","Lower GI",NA,32,10,"22",0.3125,0.95,"was NOT met",20.4,"Mar 2009","47th"
May 2019,"Northern Ireland","Lower GI",NA,43,11,"32",0.255813953488372,0.95,"was NOT met",29.85,"Mar 2009","32nd"
Jun 2019,"Northern Ireland","Lower GI",NA,35,11,"24",0.314285714285714,0.95,"was NOT met",22.25,"Mar 2009","48th"
Jul 2019,"Northern Ireland","Lower GI",NA,42,11,"31",0.261904761904762,0.95,"was NOT met",28.9,"Mar 2009","36th"
Aug 2019,"Northern Ireland","Lower GI",NA,37,12,"25",0.324324324324324,0.95,"was NOT met",23.15,"Mar 2009","50th"
Sep 2019,"Northern Ireland","Lower GI",NA,38,14,"24",0.368421052631579,0.95,"was NOT met",22.1,"Mar 2009","56th"
Oct 2019,"Northern Ireland","Lower GI",NA,53,19,"34",0.358490566037736,0.95,"was NOT met",31.35,"Mar 2009","53rd"
Nov 2019,"Northern Ireland","Lower GI",NA,48,14,"34",0.291666666666667,0.95,"was NOT met",31.6,"Mar 2009","39th"
Dec 2019,"Northern Ireland","Lower GI",NA,40,8,"32",0.2,0.95,"was NOT met",30,"Mar 2009","16th"
Jan 2020,"Northern Ireland","Lower GI",NA,49,12,"37",0.244897959183673,0.95,"was NOT met",34.55,"Mar 2009","30th"
Feb 2020,"Northern Ireland","Lower GI",NA,43,10,"33",0.232558139534884,0.95,"was NOT met",30.85,"Mar 2009","27th"
Mar 2020,"Northern Ireland","Lower GI",NA,38,7,"31",0.184210526315789,0.95,"was NOT met",29.1,"Mar 2009","11th"
Apr 2020,"Northern Ireland","Lower GI",NA,33,9,"24",0.272727272727273,0.95,"was NOT met",22.35,"Mar 2009","37th"
May 2020,"Northern Ireland","Lower GI",NA,25,10,"15",0.4,0.95,"was NOT met",13.75,"Mar 2009","64th"
Jun 2020,"Northern Ireland","Lower GI",NA,38,16,"22",0.421052631578947,0.95,"was NOT met",20.1,"Mar 2009","70th"
Jul 2020,"Northern Ireland","Lower GI",NA,30,9,"21",0.3,0.95,"was NOT met",19.5,"Mar 2009","40th"
Aug 2020,"Northern Ireland","Lower GI",NA,40,7,"33",0.175,0.95,"was NOT met",31,"Mar 2009","10th"
Sep 2020,"Northern Ireland","Lower GI",NA,34,7,"27",0.205882352941176,0.95,"was NOT met",25.3,"Mar 2009","17th"
Oct 2020,"Northern Ireland","Lower GI",NA,46,12,"34",0.260869565217391,0.95,"was NOT met",31.7,"Mar 2009","35th"
Nov 2020,"Northern Ireland","Lower GI",NA,43,6,"37",0.13953488372093,0.95,"was NOT met",34.85,"Mar 2009","4th"
Dec 2020,"Northern Ireland","Lower GI",NA,34,11,"23",0.323529411764706,0.95,"was NOT met",21.3,"Mar 2009","49th"
Jan 2021,"Northern Ireland","Lower GI",NA,43,14,"29",0.325581395348837,0.95,"was NOT met",26.85,"Mar 2009","51st"
Feb 2021,"Northern Ireland","Lower GI",NA,44,7,"37",0.159090909090909,0.95,"was NOT met",34.8,"Mar 2009","6th"
Mar 2021,"Northern Ireland","Lower GI",NA,54,9,"45",0.166666666666667,0.95,"was NOT met",42.3,"Mar 2009","8th"
Apr 2021,"Northern Ireland","Lower GI",NA,39,12,"27",0.307692307692308,0.95,"was NOT met",25.05,"Mar 2009","45th"
May 2021,"Northern Ireland","Lower GI",NA,48,12,"36",0.25,0.95,"was NOT met",33.6,"Mar 2009","31st"
Jun 2021,"Northern Ireland","Lower GI",NA,49,15,"34",0.306122448979592,0.95,"was NOT met",31.55,"Mar 2009","44th"
Jul 2021,"Northern Ireland","Lower GI",NA,43,8,"35",0.186046511627907,0.95,"was NOT met",32.85,"Mar 2009","12th"
Aug 2021,"Northern Ireland","Lower GI",NA,36,11,"25",0.305555555555556,0.95,"was NOT met",23.2,"Mar 2009","43rd"
Sep 2021,"Northern Ireland","Lower GI",NA,58,15,"43",0.258620689655172,0.95,"was NOT met",40.1,"Mar 2009","34th"
Oct 2021,"Northern Ireland","Lower GI",NA,43,12,"31",0.27906976744186,0.95,"was NOT met",28.85,"Mar 2009","38th"
Nov 2021,"Northern Ireland","Lower GI",NA,54,12,"42",0.222222222222222,0.95,"was NOT met",39.3,"Mar 2009","23rd"
Dec 2021,"Northern Ireland","Lower GI",NA,58,18,"40",0.310344827586207,0.95,"was NOT met",37.1,"Mar 2009","46th"
Jan 2022,"Northern Ireland","Lower GI",NA,58,13,"45",0.224137931034483,0.95,"was NOT met",42.1,"Mar 2009","24th"
Feb 2022,"Northern Ireland","Lower GI",NA,41,8,"33",0.195121951219512,0.95,"was NOT met",30.95,"Mar 2009","15th"
Mar 2022,"Northern Ireland","Lower GI",NA,43,13,"30",0.302325581395349,0.95,"was NOT met",27.85,"Mar 2009","41st"
Apr 2022,"Northern Ireland","Lower GI",NA,41,5,"36",0.121951219512195,0.95,"was NOT met",33.95,"Mar 2009","3rd"
May 2022,"Northern Ireland","Lower GI",NA,57,12,"45",0.210526315789474,0.95,"was NOT met",42.15,"Mar 2009","18th"
Jun 2022,"Northern Ireland","Lower GI",NA,71,15,"56",0.211267605633803,0.95,"was NOT met",52.45,"Mar 2009","21st"
Jul 2022,"Northern Ireland","Lower GI",NA,50,12,"38",0.24,0.95,"was NOT met",35.5,"Mar 2009","29th"
Aug 2022,"Northern Ireland","Lower GI",NA,52,12,"40",0.230769230769231,0.95,"was NOT met",37.4,"Mar 2009","26th"
Sep 2022,"Northern Ireland","Lower GI",NA,61,14,"47",0.229508196721311,0.95,"was NOT met",43.95,"Mar 2009","25th"
Oct 2022,"Northern Ireland","Lower GI",NA,47,9,"38",0.191489361702128,0.95,"was NOT met",35.65,"Mar 2009","13th"
Nov 2022,"Northern Ireland","Lower GI",NA,64,14,"50",0.21875,0.95,"was NOT met",46.8,"Mar 2009","22nd"
Dec 2022,"Northern Ireland","Lower GI",NA,57,11,"46",0.192982456140351,0.95,"was NOT met",43.15,"Mar 2009","14th"
Jan 2023,"Northern Ireland","Lower GI",NA,55,5,"50",0.0909090909090909,0.95,"was NOT met",47.25,"Mar 2009",""
Feb 2023,"Northern Ireland","Lower GI",NA,57,12,"45",0.210526315789474,0.95,"was NOT met",42.15,"Mar 2009","18th"
Mar 2023,"Northern Ireland","Lower GI",NA,66,17,"49",0.257575757575758,0.95,"was NOT met",45.7,"Mar 2009","33rd"
Apr 2023,"Northern Ireland","Lower GI",NA,57,12,"45",0.210526315789474,0.95,"was NOT met",42.15,"Mar 2009","18th"
May 2023,"Northern Ireland","Lower GI",NA,50,8,"42",0.16,0.95,"was NOT met",39.5,"Mar 2009","7th"
Jun 2023,"Northern Ireland","Lower GI",NA,64,7,"57",0.109375,0.95,"was NOT met",53.8,"Mar 2009","2nd"
Jul 2023,"Northern Ireland","Lower GI",NA,66,11,"55",0.166666666666667,0.95,"was NOT met",51.7,"Mar 2009","8th"
Aug 2023,"Northern Ireland","Lower GI",NA,77,18,"59",0.233766233766234,0.95,"was NOT met",55.15,"Mar 2009","28th"
Sep 2023,"Northern Ireland","Lower GI",NA,51,8,"43",0.156862745098039,0.95,"was NOT met",40.45,"Mar 2009","5th"
Dec 2008,"Northern Ireland","Lung",NA,18,14,"4",0.777777777777778,0.95,"was NOT met",3.1,NA,"139th"
Jan 2009,"Northern Ireland","Lung",NA,15,14,"1",0.933333333333333,0.95,"was NOT met",0.25,NA,"173rd"
Feb 2009,"Northern Ireland","Lung",NA,20,18,"2",0.9,0.95,"was NOT met",1,NA,"168th"
Mar 2009,"Northern Ireland","Lung",NA,21,19,"2",0.904761904761905,0.95,"was NOT met",0.949999999999999,NA,"169th"
Apr 2009,"Northern Ireland","Lung",NA,22,16,"6",0.727272727272727,0.95,"was NOT met",4.9,NA,"117th"
May 2009,"Northern Ireland","Lung",NA,19,19,"0",1,0.95,"was met",0,NA,"178th"
Jun 2009,"Northern Ireland","Lung",NA,24,19,"5",0.791666666666667,0.95,"was NOT met",3.8,"May 2009","145th"
Jul 2009,"Northern Ireland","Lung",NA,24,18,"6",0.75,0.95,"was NOT met",4.8,"May 2009","127th"
Aug 2009,"Northern Ireland","Lung",NA,18,15,"3",0.833333333333333,0.95,"was NOT met",2.1,"May 2009","157th"
Sep 2009,"Northern Ireland","Lung",NA,31,25,"6",0.806451612903226,0.95,"was NOT met",4.45,"May 2009","151st"
Oct 2009,"Northern Ireland","Lung",NA,21,18,"3",0.857142857142857,0.95,"was NOT met",1.95,"May 2009","162nd"
Nov 2009,"Northern Ireland","Lung",NA,17,14,"3",0.823529411764706,0.95,"was NOT met",2.15,"May 2009","153rd"
Dec 2009,"Northern Ireland","Lung",NA,23,21,"2",0.91304347826087,0.95,"was NOT met",0.849999999999998,"May 2009","171st"
Jan 2010,"Northern Ireland","Lung",NA,17,11,"6",0.647058823529412,0.95,"was NOT met",5.15,"May 2009","84th"
Feb 2010,"Northern Ireland","Lung",NA,17,14,"3",0.823529411764706,0.95,"was NOT met",2.15,"May 2009","153rd"
Mar 2010,"Northern Ireland","Lung",NA,20,19,"1",0.95,0.95,"was met",0,"May 2009","175th"
Apr 2010,"Northern Ireland","Lung",NA,19,16,"3",0.842105263157895,0.95,"was NOT met",2.05,"Mar 2010","159th"
May 2010,"Northern Ireland","Lung",NA,22,20,"2",0.909090909090909,0.95,"was NOT met",0.899999999999999,"Mar 2010","170th"
Jun 2010,"Northern Ireland","Lung",NA,27,19,"8",0.703703703703704,0.95,"was NOT met",6.65,"Mar 2010","106th"
Jul 2010,"Northern Ireland","Lung",NA,23,22,"1",0.956521739130435,0.95,"was met",0,"Mar 2010","176th"
Aug 2010,"Northern Ireland","Lung",NA,30,19,"11",0.633333333333333,0.95,"was NOT met",9.5,"Jul 2010","79th"
Sep 2010,"Northern Ireland","Lung",NA,26,20,"6",0.769230769230769,0.95,"was NOT met",4.7,"Jul 2010","136th"
Oct 2010,"Northern Ireland","Lung",NA,18,15,"3",0.833333333333333,0.95,"was NOT met",2.1,"Jul 2010","157th"
Nov 2010,"Northern Ireland","Lung",NA,18,16,"2",0.888888888888889,0.95,"was NOT met",1.1,"Jul 2010","166th"
Dec 2010,"Northern Ireland","Lung",NA,20,14,"6",0.7,0.95,"was NOT met",5,"Jul 2010","105th"
Jan 2011,"Northern Ireland","Lung",NA,20,17,"3",0.85,0.95,"was NOT met",2,"Jul 2010","160th"
Feb 2011,"Northern Ireland","Lung",NA,22,15,"7",0.681818181818182,0.95,"was NOT met",5.9,"Jul 2010","100th"
Mar 2011,"Northern Ireland","Lung",NA,23,18,"5",0.782608695652174,0.95,"was NOT met",3.85,"Jul 2010","142nd"
Apr 2011,"Northern Ireland","Lung",NA,24,23,"1",0.958333333333333,0.95,"was met",0,"Jul 2010","177th"
May 2011,"Northern Ireland","Lung",NA,28,21,"7",0.75,0.95,"was NOT met",5.6,"Apr 2011","127th"
Jun 2011,"Northern Ireland","Lung",NA,27,20,"7",0.740740740740741,0.95,"was NOT met",5.65,"Apr 2011","124th"
Jul 2011,"Northern Ireland","Lung",NA,34,28,"6",0.823529411764706,0.95,"was NOT met",4.3,"Apr 2011","153rd"
Aug 2011,"Northern Ireland","Lung",NA,28,25,"3",0.892857142857143,0.95,"was NOT met",1.6,"Apr 2011","167th"
Sep 2011,"Northern Ireland","Lung",NA,18,13,"5",0.722222222222222,0.95,"was NOT met",4.1,"Apr 2011","113th"
Oct 2011,"Northern Ireland","Lung",NA,18,13,"5",0.722222222222222,0.95,"was NOT met",4.1,"Apr 2011","113th"
Nov 2011,"Northern Ireland","Lung",NA,23,19,"4",0.826086956521739,0.95,"was NOT met",2.85,"Apr 2011","156th"
Dec 2011,"Northern Ireland","Lung",NA,26,16,"10",0.615384615384615,0.95,"was NOT met",8.7,"Apr 2011","73rd"
Jan 2012,"Northern Ireland","Lung",NA,18,13,"5",0.722222222222222,0.95,"was NOT met",4.1,"Apr 2011","113th"
Feb 2012,"Northern Ireland","Lung",NA,24,16,"8",0.666666666666667,0.95,"was NOT met",6.8,"Apr 2011","91st"
Mar 2012,"Northern Ireland","Lung",NA,30,22,"8",0.733333333333333,0.95,"was NOT met",6.5,"Apr 2011","121st"
Apr 2012,"Northern Ireland","Lung",NA,22,15,"7",0.681818181818182,0.95,"was NOT met",5.9,"Apr 2011","100th"
May 2012,"Northern Ireland","Lung",NA,27,19,"8",0.703703703703704,0.95,"was NOT met",6.65,"Apr 2011","106th"
Jun 2012,"Northern Ireland","Lung",NA,18,14,"4",0.777777777777778,0.95,"was NOT met",3.1,"Apr 2011","139th"
Jul 2012,"Northern Ireland","Lung",NA,34,24,"10",0.705882352941177,0.95,"was NOT met",8.3,"Apr 2011","108th"
Aug 2012,"Northern Ireland","Lung",NA,33,24,"9",0.727272727272727,0.95,"was NOT met",7.35,"Apr 2011","117th"
Sep 2012,"Northern Ireland","Lung",NA,27,17,"10",0.62962962962963,0.95,"was NOT met",8.65,"Apr 2011","77th"
Oct 2012,"Northern Ireland","Lung",NA,30,20,"10",0.666666666666667,0.95,"was NOT met",8.5,"Apr 2011","91st"
Nov 2012,"Northern Ireland","Lung",NA,29,22,"7",0.758620689655172,0.95,"was NOT met",5.55,"Apr 2011","134th"
Dec 2012,"Northern Ireland","Lung",NA,20,16,"4",0.8,0.95,"was NOT met",3,"Apr 2011","147th"
Jan 2013,"Northern Ireland","Lung",NA,34,27,"7",0.794117647058823,0.95,"was NOT met",5.3,"Apr 2011","146th"
Feb 2013,"Northern Ireland","Lung",NA,31,27,"4",0.870967741935484,0.95,"was NOT met",2.45,"Apr 2011","164th"
Mar 2013,"Northern Ireland","Lung",NA,24,21,"3",0.875,0.95,"was NOT met",1.8,"Apr 2011","165th"
Apr 2013,"Northern Ireland","Lung",NA,22,16,"6",0.727272727272727,0.95,"was NOT met",4.9,"Apr 2011","117th"
May 2013,"Northern Ireland","Lung",NA,23,16,"7",0.695652173913043,0.95,"was NOT met",5.85,"Apr 2011","102nd"
Jun 2013,"Northern Ireland","Lung",NA,26,19,"7",0.730769230769231,0.95,"was NOT met",5.7,"Apr 2011","120th"
Jul 2013,"Northern Ireland","Lung",NA,27,23,"4",0.851851851851852,0.95,"was NOT met",2.65,"Apr 2011","161st"
Aug 2013,"Northern Ireland","Lung",NA,28,19,"9",0.678571428571429,0.95,"was NOT met",7.6,"Apr 2011","98th"
Sep 2013,"Northern Ireland","Lung",NA,26,20,"6",0.769230769230769,0.95,"was NOT met",4.7,"Apr 2011","136th"
Oct 2013,"Northern Ireland","Lung",NA,22,11,"11",0.5,0.95,"was NOT met",9.9,"Apr 2011","39th"
Nov 2013,"Northern Ireland","Lung",NA,26,24,"2",0.923076923076923,0.95,"was NOT met",0.699999999999999,"Apr 2011","172nd"
Dec 2013,"Northern Ireland","Lung",NA,23,18,"5",0.782608695652174,0.95,"was NOT met",3.85,"Apr 2011","142nd"
Jan 2014,"Northern Ireland","Lung",NA,28,24,"4",0.857142857142857,0.95,"was NOT met",2.6,"Apr 2011","162nd"
Feb 2014,"Northern Ireland","Lung",NA,20,16,"4",0.8,0.95,"was NOT met",3,"Apr 2011","147th"
Mar 2014,"Northern Ireland","Lung",NA,31,23,"8",0.741935483870968,0.95,"was NOT met",6.45,"Apr 2011","126th"
Apr 2014,"Northern Ireland","Lung",NA,27,21,"6",0.777777777777778,0.95,"was NOT met",4.65,"Apr 2011","139th"
May 2014,"Northern Ireland","Lung",NA,34,22,"12",0.647058823529412,0.95,"was NOT met",10.3,"Apr 2011","84th"
Jun 2014,"Northern Ireland","Lung",NA,36,34,"2",0.944444444444444,0.95,"was NOT met",0.199999999999996,"Apr 2011","174th"
Jul 2014,"Northern Ireland","Lung",NA,36,26,"10",0.722222222222222,0.95,"was NOT met",8.2,"Apr 2011","113th"
Aug 2014,"Northern Ireland","Lung",NA,28,13,"15",0.464285714285714,0.95,"was NOT met",13.6,"Apr 2011","35th"
Sep 2014,"Northern Ireland","Lung",NA,34,21,"13",0.617647058823529,0.95,"was NOT met",11.3,"Apr 2011","75th"
Oct 2014,"Northern Ireland","Lung",NA,38,25,"13",0.657894736842105,0.95,"was NOT met",11.1,"Apr 2011","90th"
Nov 2014,"Northern Ireland","Lung",NA,25,20,"5",0.8,0.95,"was NOT met",3.75,"Apr 2011","147th"
Dec 2014,"Northern Ireland","Lung",NA,24,18,"6",0.75,0.95,"was NOT met",4.8,"Apr 2011","127th"
Jan 2015,"Northern Ireland","Lung",NA,22,14,"8",0.636363636363636,0.95,"was NOT met",6.9,"Apr 2011","81st"
Feb 2015,"Northern Ireland","Lung",NA,27,20,"7",0.740740740740741,0.95,"was NOT met",5.65,"Apr 2011","124th"
Mar 2015,"Northern Ireland","Lung",NA,25,20,"5",0.8,0.95,"was NOT met",3.75,"Apr 2011","147th"
Apr 2015,"Northern Ireland","Lung",NA,23,17,"6",0.739130434782609,0.95,"was NOT met",4.85,"Apr 2011","122nd"
May 2015,"Northern Ireland","Lung",NA,28,21,"7",0.75,0.95,"was NOT met",5.6,"Apr 2011","127th"
Jun 2015,"Northern Ireland","Lung",NA,32,21,"11",0.65625,0.95,"was NOT met",9.4,"Apr 2011","89th"
Jul 2015,"Northern Ireland","Lung",NA,28,21,"7",0.75,0.95,"was NOT met",5.6,"Apr 2011","127th"
Aug 2015,"Northern Ireland","Lung",NA,31,18,"13",0.580645161290323,0.95,"was NOT met",11.45,"Apr 2011","64th"
Sep 2015,"Northern Ireland","Lung",NA,29,22,"7",0.758620689655172,0.95,"was NOT met",5.55,"Apr 2011","134th"
Oct 2015,"Northern Ireland","Lung",NA,27,17,"10",0.62962962962963,0.95,"was NOT met",8.65,"Apr 2011","77th"
Nov 2015,"Northern Ireland","Lung",NA,18,10,"8",0.555555555555556,0.95,"was NOT met",7.1,"Apr 2011","57th"
Dec 2015,"Northern Ireland","Lung",NA,31,22,"9",0.709677419354839,0.95,"was NOT met",7.45,"Apr 2011","109th"
Jan 2016,"Northern Ireland","Lung",NA,23,15,"8",0.652173913043478,0.95,"was NOT met",6.85,"Apr 2011","86th"
Feb 2016,"Northern Ireland","Lung",NA,37,25,"12",0.675675675675676,0.95,"was NOT met",10.15,"Apr 2011","97th"
Mar 2016,"Northern Ireland","Lung",NA,31,22,"9",0.709677419354839,0.95,"was NOT met",7.45,"Apr 2011","109th"
Apr 2016,"Northern Ireland","Lung",NA,22,14,"8",0.636363636363636,0.95,"was NOT met",6.9,"Apr 2011","81st"
May 2016,"Northern Ireland","Lung",NA,29,19,"10",0.655172413793103,0.95,"was NOT met",8.55,"Apr 2011","88th"
Jun 2016,"Northern Ireland","Lung",NA,29,13,"16",0.448275862068966,0.95,"was NOT met",14.55,"Apr 2011","28th"
Jul 2016,"Northern Ireland","Lung",NA,23,15,"8",0.652173913043478,0.95,"was NOT met",6.85,"Apr 2011","86th"
Aug 2016,"Northern Ireland","Lung",NA,26,14,"12",0.538461538461538,0.95,"was NOT met",10.7,"Apr 2011","49th"
Sep 2016,"Northern Ireland","Lung",NA,31,22,"9",0.709677419354839,0.95,"was NOT met",7.45,"Apr 2011","109th"
Oct 2016,"Northern Ireland","Lung",NA,25,18,"7",0.72,0.95,"was NOT met",5.75,"Apr 2011","112th"
Nov 2016,"Northern Ireland","Lung",NA,23,16,"7",0.695652173913043,0.95,"was NOT met",5.85,"Apr 2011","102nd"
Dec 2016,"Northern Ireland","Lung",NA,21,17,"4",0.80952380952381,0.95,"was NOT met",2.95,"Apr 2011","152nd"
Jan 2017,"Northern Ireland","Lung",NA,20,9,"11",0.45,0.95,"was NOT met",10,"Apr 2011","30th"
Feb 2017,"Northern Ireland","Lung",NA,34,20,"14",0.588235294117647,0.95,"was NOT met",12.3,"Apr 2011","67th"
Mar 2017,"Northern Ireland","Lung",NA,17,5,"12",0.294117647058824,0.95,"was NOT met",11.15,"Apr 2011","3rd"
Apr 2017,"Northern Ireland","Lung",NA,20,10,"10",0.5,0.95,"was NOT met",9,"Apr 2011","39th"
May 2017,"Northern Ireland","Lung",NA,23,18,"5",0.782608695652174,0.95,"was NOT met",3.85,"Apr 2011","142nd"
Jun 2017,"Northern Ireland","Lung",NA,31,20,"11",0.645161290322581,0.95,"was NOT met",9.45,"Apr 2011","83rd"
Jul 2017,"Northern Ireland","Lung",NA,30,19,"11",0.633333333333333,0.95,"was NOT met",9.5,"Apr 2011","79th"
Aug 2017,"Northern Ireland","Lung",NA,34,20,"14",0.588235294117647,0.95,"was NOT met",12.3,"Apr 2011","67th"
Sep 2017,"Northern Ireland","Lung",NA,22,12,"10",0.545454545454545,0.95,"was NOT met",8.9,"Apr 2011","54th"
Oct 2017,"Northern Ireland","Lung",NA,40,27,"13",0.675,0.95,"was NOT met",11,"Apr 2011","96th"
Nov 2017,"Northern Ireland","Lung",NA,33,19,"14",0.575757575757576,0.95,"was NOT met",12.35,"Apr 2011","61st"
Dec 2017,"Northern Ireland","Lung",NA,24,13,"11",0.541666666666667,0.95,"was NOT met",9.8,"Apr 2011","52nd"
Jan 2018,"Northern Ireland","Lung",NA,30,18,"12",0.6,0.95,"was NOT met",10.5,"Apr 2011","69th"
Feb 2018,"Northern Ireland","Lung",NA,23,16,"7",0.695652173913043,0.95,"was NOT met",5.85,"Apr 2011","102nd"
Mar 2018,"Northern Ireland","Lung",NA,21,14,"7",0.666666666666667,0.95,"was NOT met",5.95,"Apr 2011","91st"
Apr 2018,"Northern Ireland","Lung",NA,26,16,"10",0.615384615384615,0.95,"was NOT met",8.7,"Apr 2011","73rd"
May 2018,"Northern Ireland","Lung",NA,28,17,"11",0.607142857142857,0.95,"was NOT met",9.6,"Apr 2011","71st"
Jun 2018,"Northern Ireland","Lung",NA,26,15,"11",0.576923076923077,0.95,"was NOT met",9.7,"Apr 2011","62nd"
Jul 2018,"Northern Ireland","Lung",NA,32,12,"20",0.375,0.95,"was NOT met",18.4,"Apr 2011","17th"
Aug 2018,"Northern Ireland","Lung",NA,25,17,"8",0.68,0.95,"was NOT met",6.75,"Apr 2011","99th"
Sep 2018,"Northern Ireland","Lung",NA,24,12,"12",0.5,0.95,"was NOT met",10.8,"Apr 2011","39th"
Oct 2018,"Northern Ireland","Lung",NA,26,10,"16",0.384615384615385,0.95,"was NOT met",14.7,"Apr 2011","18th"
Nov 2018,"Northern Ireland","Lung",NA,22,12,"10",0.545454545454545,0.95,"was NOT met",8.9,"Apr 2011","54th"
Dec 2018,"Northern Ireland","Lung",NA,31,18,"13",0.580645161290323,0.95,"was NOT met",11.45,"Apr 2011","64th"
Jan 2019,"Northern Ireland","Lung",NA,23,17,"6",0.739130434782609,0.95,"was NOT met",4.85,"Apr 2011","122nd"
Feb 2019,"Northern Ireland","Lung",NA,24,11,"13",0.458333333333333,0.95,"was NOT met",11.8,"Apr 2011","34th"
Mar 2019,"Northern Ireland","Lung",NA,19,11,"8",0.578947368421053,0.95,"was NOT met",7.05,"Apr 2011","63rd"
Apr 2019,"Northern Ireland","Lung",NA,30,12,"18",0.4,0.95,"was NOT met",16.5,"Apr 2011","20th"
May 2019,"Northern Ireland","Lung",NA,26,8,"18",0.307692307692308,0.95,"was NOT met",16.7,"Apr 2011","6th"
Jun 2019,"Northern Ireland","Lung",NA,22,11,"11",0.5,0.95,"was NOT met",9.9,"Apr 2011","39th"
Jul 2019,"Northern Ireland","Lung",NA,40,22,"18",0.55,0.95,"was NOT met",16,"Apr 2011","56th"
Aug 2019,"Northern Ireland","Lung",NA,31,18,"13",0.580645161290323,0.95,"was NOT met",11.45,"Apr 2011","64th"
Sep 2019,"Northern Ireland","Lung",NA,24,13,"11",0.541666666666667,0.95,"was NOT met",9.8,"Apr 2011","52nd"
Oct 2019,"Northern Ireland","Lung",NA,38,20,"18",0.526315789473684,0.95,"was NOT met",16.1,"Apr 2011","47th"
Nov 2019,"Northern Ireland","Lung",NA,27,15,"12",0.555555555555556,0.95,"was NOT met",10.65,"Apr 2011","57th"
Dec 2019,"Northern Ireland","Lung",NA,24,18,"6",0.75,0.95,"was NOT met",4.8,"Apr 2011","127th"
Jan 2020,"Northern Ireland","Lung",NA,23,12,"11",0.521739130434783,0.95,"was NOT met",9.85,"Apr 2011","45th"
Feb 2020,"Northern Ireland","Lung",NA,23,12,"11",0.521739130434783,0.95,"was NOT met",9.85,"Apr 2011","45th"
Mar 2020,"Northern Ireland","Lung",NA,32,16,"16",0.5,0.95,"was NOT met",14.4,"Apr 2011","39th"
Apr 2020,"Northern Ireland","Lung",NA,29,13,"16",0.448275862068966,0.95,"was NOT met",14.55,"Apr 2011","28th"
May 2020,"Northern Ireland","Lung",NA,23,7,"16",0.304347826086957,0.95,"was NOT met",14.85,"Apr 2011","4th"
